Crop,Irrigation,N,P,K,pH,Notes
Lettuce,Surface Irrigation,47.8,44.4,46.4,6.84,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,63.2,39.0,63.8,6.28,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Sprinkler Irrigation,63.2,54.4,68.4,6.62,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Surface Irrigation,79.8,43.4,79.7,6.96,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Sprinkler Irrigation,88.0,49.3,50.6,6.73,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,59.3,52.3,60.6,6.41,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,43.8,45.1,47.8,6.53,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,58.6,49.1,75.4,6.94,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,81.9,37.0,63.4,6.6,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,81.3,32.3,64.7,6.79,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,75.8,48.3,77.3,6.6,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,72.4,33.5,71.0,6.67,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,58.6,58.0,53.6,6.68,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,84.0,32.3,52.9,6.13,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,77.3,44.6,44.6,6.54,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,57.4,47.2,70.5,6.81,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,55.0,30.8,43.2,6.4,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,70.7,59.5,65.9,6.28,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,48.7,34.6,41.9,6.83,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,78.1,57.8,70.4,6.96,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,41.5,40.2,76.2,6.88,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,81.7,38.2,72.8,6.94,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,71.9,32.8,73.6,6.05,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,58.0,44.4,46.9,6.94,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Rotary Irrigation,71.4,33.9,48.9,6.85,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,61.5,39.9,72.1,6.28,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,62.4,45.0,60.4,6.09,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,44.0,58.5,50.7,6.69,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,84.7,57.9,79.0,6.92,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,50.3,45.2,58.8,6.02,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,41.5,41.7,78.3,6.18,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Surface Irrigation,53.1,47.1,62.3,6.92,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,48.4,40.4,76.7,6.53,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,64.5,34.3,60.6,6.42,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,57.6,48.3,77.6,6.53,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,89.9,56.3,42.2,6.92,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Rotary Irrigation,50.9,51.8,56.3,6.95,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,61.5,46.3,50.0,6.98,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,83.9,43.0,66.8,6.55,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Surface Irrigation,49.0,39.5,58.1,6.3,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,67.0,49.1,47.5,6.39,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,51.6,31.1,59.9,6.3,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,56.7,49.9,75.3,6.72,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,84.7,47.6,43.5,6.13,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,65.2,36.0,48.4,6.54,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,80.0,35.3,42.7,6.26,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,76.0,33.1,44.9,6.58,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Sprinkler Irrigation,74.1,51.3,78.4,6.4,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,58.2,44.9,53.9,6.87,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,70.5,37.7,55.8,6.35,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,67.5,51.9,78.8,6.74,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Surface Irrigation,76.0,51.7,78.5,6.82,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,85.0,48.8,41.5,6.17,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,41.3,56.7,46.1,6.06,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,45.3,45.4,68.7,6.9,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,79.5,55.2,75.4,6.64,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Surface Irrigation,40.5,46.7,51.5,6.59,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Rotary Irrigation,66.4,38.9,47.1,6.82,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,78.5,40.2,73.5,6.58,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,75.2,59.6,71.0,6.13,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,78.8,33.8,75.9,6.69,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Sprinkler Irrigation,71.6,49.4,72.2,6.47,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,59.8,33.1,58.5,6.04,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,48.5,56.2,54.1,6.45,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,78.3,44.5,42.2,6.34,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Drip Irrigation,74.7,59.0,71.5,6.17,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,86.0,38.7,67.7,6.19,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,60.2,42.9,75.4,6.24,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,47.1,56.1,77.6,6.09,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Sprinkler Irrigation,67.5,55.0,51.9,6.52,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Rotary Irrigation,52.2,55.3,61.5,6.33,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,73.5,34.1,63.2,6.27,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,63.7,53.9,69.7,6.26,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,44.4,46.1,65.9,6.57,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Lateral Move Irrigation,41.0,46.8,44.4,6.23,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Rotary Irrigation,65.9,30.6,53.4,6.27,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Surface Irrigation,75.1,55.6,79.9,6.56,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Rotary Irrigation,85.7,36.7,69.4,6.55,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,51.4,49.4,41.9,6.9,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,86.7,55.4,75.3,6.03,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,52.5,57.3,78.2,6.76,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,44.9,50.0,63.0,6.1,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Furrow Irrigation,77.2,46.5,57.5,6.5,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Sprinkler Irrigation,84.8,35.3,49.0,6.01,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,51.1,36.0,73.7,6.85,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Rotary Irrigation,65.2,58.3,40.5,6.47,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,54.7,55.5,54.3,6.84,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,84.1,34.9,45.6,6.15,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Center-pivot Irrigation,70.4,58.4,68.8,6.25,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Flood Irrigation,58.2,47.3,64.2,6.93,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Subsurface Textile Irrigation,59.1,36.0,66.4,6.39,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lettuce,Micro Irrigation,81.7,31.9,50.7,6.55,Fertilizer plan for Lettuce; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,38.6,35.4,27.9,6.28,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Center-pivot Irrigation,24.0,28.2,25.7,7.17,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Surface Irrigation,20.2,34.7,30.8,6.8,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Center-pivot Irrigation,20.9,25.4,18.9,7.21,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Subsurface Textile Irrigation,10.6,28.7,31.9,6.64,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,17.3,42.9,25.8,7.56,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Sprinkler Irrigation,32.9,29.3,38.5,6.12,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,15.8,48.3,30.7,7.06,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Sprinkler Irrigation,18.8,44.8,20.8,7.28,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,33.6,38.6,24.8,6.55,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Flood Irrigation,32.2,21.5,19.4,6.92,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Center-pivot Irrigation,12.5,25.8,20.1,6.82,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Furrow Irrigation,26.1,43.2,31.0,6.74,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Surface Irrigation,23.2,30.7,11.7,6.87,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,36.9,44.1,31.0,6.38,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,19.3,40.5,34.5,7.81,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,34.0,34.9,19.6,7.08,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,35.8,23.8,13.8,6.72,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Rotary Irrigation,35.1,23.7,16.1,7.88,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,36.6,48.1,25.2,6.28,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Furrow Irrigation,38.7,39.1,14.2,6.81,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Flood Irrigation,19.2,42.3,35.3,6.47,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Surface Irrigation,20.6,27.3,32.9,7.71,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,39.5,39.6,35.2,7.9,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Flood Irrigation,16.0,25.3,28.7,6.09,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,18.6,40.4,15.9,6.77,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,23.0,34.2,32.0,6.42,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,14.1,45.9,19.0,6.48,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Flood Irrigation,33.4,42.9,31.9,7.5,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,26.8,25.6,12.6,6.08,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,32.9,27.6,38.3,7.59,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,22.8,34.8,25.8,6.65,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,37.7,32.0,28.0,6.96,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Rotary Irrigation,23.9,42.7,18.3,7.39,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Rotary Irrigation,24.2,36.9,22.9,7.94,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Sprinkler Irrigation,15.5,38.7,13.4,7.68,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Rotary Irrigation,13.5,33.5,16.2,6.09,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Center-pivot Irrigation,37.1,23.6,22.8,6.23,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,19.4,48.1,20.5,6.37,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,23.8,42.8,17.9,6.0,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,33.7,33.7,12.6,6.0,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Flood Irrigation,25.1,45.5,39.7,7.46,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,13.2,23.2,14.1,6.79,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,18.9,22.3,21.2,7.57,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Sprinkler Irrigation,27.9,38.7,13.5,6.42,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Furrow Irrigation,20.1,21.7,27.4,6.19,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,28.9,21.9,15.1,7.17,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Surface Irrigation,23.1,49.5,19.7,7.13,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Rotary Irrigation,33.5,40.2,38.2,6.2,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Sprinkler Irrigation,33.6,49.6,16.5,6.44,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Surface Irrigation,15.3,38.0,28.3,7.96,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,31.9,30.5,36.4,7.02,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Drip Irrigation,33.7,44.2,16.5,7.23,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Lateral Move Irrigation,25.9,44.8,36.4,7.41,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Surface Irrigation,21.6,30.6,15.8,7.02,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Flood Irrigation,22.1,33.8,34.0,7.72,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Subsurface Textile Irrigation,15.6,25.2,15.7,6.24,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Rotary Irrigation,37.2,46.0,24.4,6.74,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
Lentil,Micro Irrigation,12.9,35.6,34.2,6.39,Fertilizer plan for Lentil; adjust based on soil test and crop stage.
